Township,Year,SoilType,Seeding_DOY,Soil_temp_l1_min,Soil_temp_l1_max,Soil_temp_l1_mean,Soil_temp_l2_min,Soil_temp_l2_max,Soil_temp_l2_mean,Cumulative_GDD,Longitude,Latitude
43-13-W3,2024,Black,132,0.3158374344874282,0.6640291955724836,0.5013205069144503,0.31492435527779067,0.4036967137028237,0.35905522895857644,0.3165731335471617,0.41616420898195994,0.7635541956970489
27-17-W2,2025,Black,144,0.47269445486615214,0.6124723434481263,0.5520540785956506,0.5097157387665282,0.536439797299323,0.5223645889620099,0.24834618078041126,0.6627513943624939,0.4724709075519087
48-2-W4,2025,Black,135,0.38555946845731764,0.7349673154085465,0.5885544495078524,0.43261435719949287,0.5185980787192002,0.47747033703486624,0.24874289813049977,0.2459581859305544,0.8542741313942006
43-22-W3,2025,Black,136,0.46046675817837474,0.7567673417283226,0.6381324416533702,0.5090394939539103,0.5796517587109105,0.5460609049377702,0.2484368436835393,0.3237629592076914,0.7635462409775897
48-25-W3,2025,Black,133,0.3837673240016129,0.7502075511153643,0.6013161329387352,0.4347404806302496,0.5217409812023062,0.48089185969730525,0.21109708690258017,0.290928875191538,0.8542774953167704
41-4-W3,2025,Black,125,0.19721881601139657,0.567621758592898,0.40526825503210795,0.2563255013221004,0.35911042624735695,0.3058543940033529,0.07733096564589316,0.5088298877641098,0.7272077254449876
46-18-W3,2024,Black,142,0.37188594161806976,0.7024845542225354,0.5578557864320829,0.38277625326800113,0.468504649576494,0.42793006346031615,0.39253626485402215,0.36483673386645155,0.8180127187561759
41-9-W3,2025,Black,134,0.3943199271602709,0.733091528595009,0.5998931847687792,0.4464010483254933,0.527959148867444,0.49014653147025605,0.27065929918521825,0.45793511031947354,0.7272296840578658
45-23-W3,2025,Black,133,0.4090752348874381,0.7633938659297094,0.6213374263901859,0.4706883780690099,0.5499668066156647,0.5123825770950459,0.24234499080717004,0.3134875733176852,0.7998848829889358
45-2-W4,2025,Black,135,0.45462069568811403,0.8029871824386473,0.6647213676723737,0.5215080402349127,0.6036955619339002,0.5657858049109633,0.2893686620454322,0.24618820329517188,0.8001500080248327
45-16-W3,2025,Black,138,0.4687028968104569,0.7908605774279481,0.6705173864181753,0.5338676747847519,0.6029441747350572,0.5712356666977306,0.33121044843270653,0.38537434670061543,0.799869260630798
39-4-W3,2024,Black,145,0.4952120960343876,0.7344084607268476,0.6261700464394448,0.49224237865836395,0.5659506755335344,0.5286431853258708,0.47445744272347407,0.5088323417247196,0.6908545705363593
17-6-W2,2024,Black,139,0.4526059857678764,0.7458747533949593,0.6188373999616764,0.4570882084746244,0.552315662255449,0.503686499785482,0.4266856289343185,0.7737277494637871,0.29084409062133254
13-33-W1,2025,Black,148,0.49994103876856993,0.6561394301208493,0.5911667740265959,0.5456942904091661,0.5990604228430466,0.5699456205234557,0.2909041532728761,0.8326821017657,0.2212540124155975
44-16-W4,2025,Black,147,0.6877320706515155,0.918422690320702,0.8231216868534468,0.746940024125665,0.7941107264146026,0.7740153683392202,0.6118360675255939,0.10248791505714028,0.7819257525870942
42-28-W2,2024,Black,141,0.4470190297136072,0.7017340786143011,0.5837512974740651,0.42554981865637154,0.4991120230979679,0.4614636154096037,0.4402180332384322,0.5484861852008835,0.7453406253390948
32-16-W2,2025,Black,134,0.31234663662794554,0.5922491109149757,0.48553282054439423,0.39094982378121396,0.4647007885055726,0.4292506507348152,0.12760081491590614,0.671854476058388,0.5635842394227915
44-16-W3,2025,Black,130,0.32405151274995936,0.7006342965199341,0.5523770917265742,0.3883455738477268,0.48443584329857553,0.43773834858582117,0.20910143838282008,0.38536980325259407,0.7816931726814662
45-5-W4,2025,Black,128,0.27779144994548355,0.6772777864096002,0.5184615772095559,0.3538192963190469,0.45757070729707877,0.4081140627454219,0.18046497282639468,0.215396929548608,0.8001498158466926
34-16-W2,2025,Black,136,0.0,0.0,0.0,0.0,0.0,0.0,0.15054746735991403,0.6718129603205094,0.5999344182208279
52-10-W4,2025,Black,134,0.44123981988053607,0.813825082939519,0.6626612043209081,0.5050666905074672,0.5975663477032596,0.5533180721082526,0.30564204340923606,0.1626576599669356,0.9273040496609966
7-30-W1,2024,Black,141,0.5643502517064845,0.7835789831623545,0.6897524700632222,0.5716681725044669,0.6367113583350457,0.6034927048225288,0.4887219858627185,0.8639905899614222,0.11106407347400804
53-1-W4,2025,Black,146,0.5721012156812242,0.8345618113748493,0.7258197271171271,0.6129094961263727,0.6676358124040466,0.6428488396427217,0.43501092998099433,0.25625407580979864,0.9453250151911394
50-9-W4,2025,Black,133,0.43168287319034016,0.799948446366765,0.6506922057399465,0.49860171786843066,0.5913794457541542,0.5466984942790531,0.31118552018450474,0.17357965648499718,0.8906648302776521
41-3-W3,2025,Black,124,0.1392587364790385,0.5595393063525212,0.3745372538730527,0.20795598899569614,0.33759590587033195,0.26985256544031355,0.06809485774165913,0.5190056384988369,0.7272263978978266
47-18-W3,2024,Black,140,0.33287324496192683,0.665349818676348,0.5224451796321354,0.3503525508247501,0.43598506676986104,0.39562550500653204,0.3861895588275196,0.3634042654934504,0.8361108167934042
52-9-W4,2025,Black,134,0.42686622650267875,0.802751094455885,0.6508379604179481,0.48949144620933704,0.5839984909092846,0.5399081961432715,0.3007182620927364,0.17308165260570085,0.9273186576184163
41-12-W3,2025,Black,131,0.30621670919346844,0.6971444041187114,0.5427431549381466,0.3862857171857647,0.48348245221602765,0.436993016083325,0.2301215789002103,0.42739366669362777,0.7272235873406014
44-6-W4,2025,Black,126,0.2582444501393552,0.6865304018983222,0.5134602538279018,0.3435126362127192,0.4613953031763704,0.40501789384313164,0.17099816674188387,0.20513165287447954,0.7819681627805846
1-27-W1,2024,Black,143,0.6642017360107326,0.8569761705780429,0.7807499426389177,0.6690301131926726,0.7263228017922809,0.6993397061311533,0.5834524870473824,0.8965076153811333,0.00010173019025749852
33-19-W2,2025,Black,135,0.4476084135115221,0.6315217532657976,0.55603103802751,0.49030983969676345,0.534801142715399,0.5141396005345624,0.22817348076527472,0.6418174571481279,0.581747731726999
45-26-W3,2024,Black,144,0.35117308250823903,0.6759033475288779,0.5255743621013655,0.3407897491368648,0.4324850420494222,0.38657373404044615,0.3318825390631746,0.28271243458352746,0.7998694259055856
43-14-W3,2024,Black,129,0.26228979835162647,0.6369705776894976,0.4558111188895659,0.26711131919676234,0.37256779288589986,0.3185219672361503,0.2655698338998316,0.40590872619887364,0.7635322573273324
47-17-W4,2025,Black,139,0.5232093986689931,0.8292748079761094,0.697486225378118,0.5829176706511439,0.6624571134725534,0.6273678417171553,0.39899156237871947,0.09097230881004403,0.8364638162249918
37-22-W2,2024,Black,149,0.5008354798479489,0.7412094756255788,0.633014813219413,0.4927581125211665,0.556059030691105,0.5248234401580852,0.5036148882939314,0.6101306271469218,0.6545027695372259
47-20-W3,2025,Black,121,0.09278066311880379,0.559506270396832,0.36591491390273834,0.18303035871160706,0.3023159891830329,0.24414265891106124,0.0,0.3427111055139145,0.8361333861214106
43-16-W4,2025,Black,148,0.7057171264026543,0.9348503578071243,0.8426926804824498,0.7692401774266545,0.8150923145529664,0.7961741833981452,0.620714153491278,0.10247352273479038,0.7636357739251469
49-3-W4,2025,Black,136,0.4037319244126746,0.7445657133657023,0.6004233429775266,0.4507636974424825,0.533898401032692,0.4944749011807495,0.2547341412554075,0.2356185543129774,0.8724457327915847
39-23-W2,2025,Black,137,0.4169489787361346,0.6309961820946588,0.5394382312396655,0.4605188088129977,0.503547040339489,0.4832146126745211,0.20205247324500303,0.5982220400914722,0.6908362521881912
22-7-W2,2025,Black,145,0.5119438144046525,0.6615321678853272,0.5922158413365579,0.5491912071421714,0.5902195121427775,0.5666399259127477,0.2630635932359632,0.7631206720395705,0.3867120080191384
47-19-W3,2024,Black,139,0.3249482670559294,0.6671620931582347,0.5139924400983672,0.32133130492495376,0.4168298654948947,0.37085506436327387,0.3855282911476883,0.35305437459599,0.8361433548983488
16-10-W2,2025,Black,134,0.468858733670535,0.631562704023346,0.5463388055664353,0.4800481189578991,0.5201452728592066,0.4955309331024756,0.26765242061459626,0.7348370171961234,0.2726554657721749
25-26-W4,2025,Black,130,0.43479573322669174,0.8434054757844187,0.6742643524631154,0.6038794075640254,0.677493238971545,0.6479191973749533,0.266991371234597,0.009868436491476729,0.4363943549051186
48-1-W4,2025,Black,136,0.40209665075260725,0.747101168340695,0.6017187426465076,0.44903514919343973,0.5320410625415674,0.4928166735307547,0.24760070597650113,0.2562987208568268,0.8542766049669854
31-24-W4,2024,Black,139,0.4053960364244915,0.7713118920661557,0.5937639355783655,0.47763538816654927,0.5670241899013427,0.5237777451671495,0.3696903652734023,0.025953124694330754,0.5454215298717795
44-21-W3,2024,Black,141,0.3933841013181209,0.7164510064667109,0.570530259983299,0.416128425619067,0.50642057614885,0.4606462099214149,0.3853215293983869,0.3340353070011606,0.7817098619265277
43-28-W2,2024,Black,150,0.5362752330481668,0.7470546831759177,0.6511349631915101,0.5142324700578653,0.5782633297321716,0.5459512348652417,0.5637574732591002,0.547376298360839,0.7634915911629978
4-20-W1,2024,Black,142,0.6068792220045182,0.7816338770791043,0.6973362129989444,0.5905552310852229,0.6557241861161408,0.6199467423904674,0.48109891413699984,0.9616852146846488,0.05569885618943893
42-28-W2,2025,Black,129,0.31366135865409533,0.6176822710824094,0.489774120660954,0.3771349343393839,0.4469895696897662,0.41110017533587057,0.12811048969515876,0.5484861852008835,0.7453406253390948
45-6-W3,2025,Black,127,0.26213672895807416,0.6568639302604369,0.4939319737552749,0.340357125643144,0.4459278340114812,0.39282606731157105,0.12901091199162568,0.4879876060796642,0.7998837489534054
18-12-W2,2025,Black,148,0.5861092446887961,0.705550281219836,0.6480134306143253,0.6154007877939098,0.6411687412989973,0.6261842466245995,0.40854538726378486,0.7153997433461159,0.3090267586783533
51-9-W4,2025,Black,134,0.44747069830593766,0.8018319196512421,0.6591583883344678,0.508954069118737,0.5989340615053658,0.5571076301044876,0.31750004713596586,0.1730825126636768,0.9090544528452469
21-15-W2,2024,Black,142,0.5589560342161493,0.8344833103668973,0.7215823913986994,0.590243869496314,0.6658025888602688,0.6293495459799375,0.5027686120228215,0.6850640740215157,0.36360981090584765
46-12-W4,2025,Black,136,0.4993162018161558,0.8461165096174977,0.7016439204853839,0.570334413048845,0.6584145060802821,0.6174485462326662,0.36305957309833764,0.143550924473562,0.8181820955404309
26-27-W4,2025,Black,136,0.5459958354252296,0.8166562037342943,0.7029423034864327,0.6600168639182491,0.7010595315093384,0.6866014091136677,0.33940817529296946,0.0,0.45456920715420424
42-7-W3,2025,Black,130,0.30782085969930395,0.661825746356976,0.5159419396680568,0.3739118611124212,0.46568243520946884,0.42016850495376007,0.16462700543020853,0.4782909492975902,0.7453791285972979
